Network,id,ocpi_id,Name,Address,State,Latitude,Longitude,POI,Utility,kilowatts_,kilowatts1,F__station,F__DCFCs,F__CCS,F__CHAdeMO,NAME_1,NAMELSAD
Non-networked,1950,,Brown's Fairfax Nissan,"11010 Fairfax Blvd, Fairfax, VA 22030",VA,38.853648,-77.324705,Nissan Dealership,,44,44,1,1,0,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,1956,,Brown's Dulles Nissan,"45155 Towlern Pl, Sterling VA 20166",VA,39.010683,-77.438602,Nissan Dealership,,,,1,1,0,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,1957,,Tri-State Nissan,"1230 Millwood Pike, Winchester VA 22602",VA,39.156528,-78.147362,Nissan Dealership,,50,50,1,1,0,1,"Winchester, VA-WV","Winchester, VA-WV Metro Area"
Non-networked,1958,,First Team Nissan,"6520 Peters Creek Rd, Roanoke VA 24019",VA,37.346142,-79.962288,Nissan Dealership,,50,50,1,1,0,1,"Roanoke, VA","Roanoke, VA Metro Area"
Non-networked,1969,,Dave Solon Nissan,"2525 W. US Highway 50, Pueblo, CO 81008",CO,38.311741,-104.641029,Nissan Dealership,,50,50,1,2,1,1,"Pueblo, CO","Pueblo, CO Metro Area"
Non-networked,1970,,Larry H Miller Nissan Arapahoe,"10030 E. Arapahoe Rd., Centennial, CO 80112",CO,39.59455,-104.872211,Nissan Dealership,,20,20,1,1,0,1,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area"
Non-networked,1983,,Childre Nissan,"126 Roberson Mill Road, Milledgeville GA 31061",GA,33.10605,-83.25783,Nissan Dealership,,,,1,1,0,1,"Milledgeville, GA","Milledgeville, GA Micro Area"
Non-networked,1984,,Dublin Nissan,"2046 Veterans Blvd, Dublin GA 31021",GA,32.541077,-82.953892,Nissan Dealership,,50,50,1,1,0,1,"Dublin, GA","Dublin, GA Micro Area"
Non-networked,1987,,Nissan of Athens,"4735 Atlanta Highway, Bogart, GA 30622",GA,33.940258,-83.49868,Nissan Dealership,,,,1,1,0,1,"Athens-Clarke County, GA","Athens-Clarke County, GA Metro Area"
Non-networked,1989,,Gwinnett Place Nissan,"2555 Pleasant Hill Rd, Duluth, GA 30096",GA,33.967654,-84.145717,Nissan Dealership,,50,50,1,1,0,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,1990,,AutoNation Nissan Marietta,"925 Cobb Pkwy SE, Marietta, GA 30060",GA,33.929981,-84.50853,Nissan Dealership,,50,50,1,1,0,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,1991,,Regal Nissan,"1090 Holcomb Bridge Rd, Roswell, GA 30076",GA,34.021904,-84.32795,Nissan Dealership,,,,1,1,0,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,1993,,Scott Evans Nissan,"725 Bankhead Hwy, Carrollton GA 30117",GA,33.587927,-85.053421,Nissan Dealership,,50,50,1,1,0,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,1994,,Town Center Nissan,"2310 Barrett Lakes Blvd N, Kennesaw GA 30144",GA,34.009953,-84.576752,Nissan Dealership,,,,2,2,0,2,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,1996,,Carriage Nissan,"2400 Browns Bridge Rd, Gainesville, GA 30504",GA,34.275928,-83.859932,Nissan Dealership,,50,50,1,1,0,1,"Gainesville, GA","Gainesville, GA Metro Area"
Non-networked,2001,,Vaden Nissan of Hinesville,"1009 E. Oglethorpe Highway, Hinesville GA 31313",GA,31.853457,-81.576855,Nissan Dealership,,50,50,1,1,0,1,"Hinesville, GA","Hinesville, GA Metro Area"
Non-networked,2003,,Vaden Nissan,"10421 Abercorn St, Savannah GA 31419",GA,31.986917,-81.132538,Nissan Dealership,,50,50,1,1,0,1,"Savannah, GA","Savannah, GA Metro Area"
Non-networked,2005,,Dick Smith Nissan,"5536 Sunset Blvd, Lexington, SC 29072",SC,33.99773,-81.2223,Nissan Dealership,,50,50,1,1,0,1,"Columbia, SC","Columbia, SC Metro Area"
Non-networked,2017,,Grand Strand Nissan,"4701 Highway 501, Myrtle Beach, SC 29579",SC,33.753894,-78.965306,Nissan Dealership,,50,50,1,1,0,1,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
Non-networked,2022,,Modern Nissan of Lake Norman,"18525 Statesville Rd, Cornelius, NC 28031",NC,35.466625,-80.874191,Nissan Dealership,,50,50,1,1,0,1,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area"
Non-networked,2023,,Ben Mynatt Nissan,"629 Jake Alexander Blvd S, Salisbury NC 28147",NC,35.644058,-80.488342,Nissan Dealership,,50,50,1,1,0,1,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area"
Non-networked,2030,,Pohanka Nissan,"5200 Jefferson Davis Hwy, Fredericksburg, VA 22408",VA,38.255137,-77.496837,Nissan Dealership,,50,50,1,1,0,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,2032,,"Modern Nissan, LLC","5795 University Pkwy, Winston-Salem NC 27105",NC,36.179924,-80.274559,Nissan Dealership,,50,50,1,1,0,1,"Winston-Salem, NC","Winston-Salem, NC Metro Area"
Non-networked,2034,,Carolina Nissan,"1329 Huffman Mill Rd, Burlington NC 27215",NC,36.063412,-79.503906,Nissan Dealership,,50,50,1,1,0,1,"Burlington, NC","Burlington, NC Metro Area"
Non-networked,2037,,Leith Nissan,"2100 Autopark Dr, Cary, NC 27511",NC,35.738291,-78.812627,Nissan Dealership,,50,50,1,1,0,1,"Raleigh, NC","Raleigh, NC Metro Area"
Non-networked,2038,,Michael Jordan Nissan,"3930 Chapel Hill Blvd, Durham NC 27707",NC,35.970798,-78.95668,Nissan Dealership,,50,50,1,1,0,1,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area"
Non-networked,2043,,Jack Ingram Motors,"227 Eastern Bypass, Montgomery, AL, 36117",AL,32.376835,-86.208436,Car Dealership,,50,50,1,1,0,1,"Montgomery, AL","Montgomery, AL Metro Area"
Non-networked,2052,,Lynn Layton Nissan,"2402 Highway 31 S, Decatur AL 35601",AL,34.56386,-86.9722,Nissan Dealership,,50,50,1,1,0,1,"Decatur, AL","Decatur, AL Metro Area"
Non-networked,2054,,University Nissan of Florence,"248 Cox Creek Pkwy, Florence, AL 35630",AL,34.83475,-87.628765,Nissan Dealership,,50,50,1,1,0,1,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area"
Non-networked,2082,,Ed Martin Nissan,"802 N Shadeland Ave, Indianapolis IN 46219",IN,39.7794,-86.046387,Nissan Dealership,,50,50,1,1,0,1,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area"
Non-networked,2083,,Hubler Nissan,"8435 US Highway 31, Indianapolis, IN 46227",IN,39.644164,-86.132033,Nissan Dealership,,50,50,1,1,0,1,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area"
Non-networked,2085,,Ed Martin Nissan,"13397 Britton Park Road, Fishers IN 46038",IN,39.983608,-86.005188,Nissan Dealership,,50,50,1,1,0,1,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area"
Non-networked,2093,,Bosak Nissan,"220 Verplank Rd, Burns Harbor IN 46304",IN,41.604517,-87.110729,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,2115,,Buckeye Nissan,"3820 Parkway Ln, Hilliard OH 43026",OH,40.031605,-83.125712,Nissan Dealership,,50,50,1,1,0,1,"Columbus, OH","Columbus, OH Metro Area"
Non-networked,2127,,AutoCenters Nissan,"1825 E. Edwardsville Rd. (Route 143), Wood River, IL, 62095",IL,38.858952,-90.067467,Nissan Dealership,,50,50,1,1,0,1,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area"
Non-networked,2129,,Star Nissan,"5757 W Touhy Ave, Niles IL 60714",IL,42.011598,-87.770857,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,2130,,Martin Nissan,"5240 Golf Rd, Skokie IL 60077",IL,42.055618,-87.758476,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,2140,,Kline Nissan,"3090 N Highway 61, Maplewood, MN 55109",MN,45.035336,-93.043236,Nissan Dealership,,50,50,1,1,0,1,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
Non-networked,2151,,Tim Dahle Nissan Southtowne,"11155 Jordan Gateway, South Jordan, UT 84095",UT,40.549303,-111.897007,Nissan Dealership,,50,50,1,2,1,1,"Salt Lake City, UT","Salt Lake City, UT Metro Area"
Non-networked,2159,,Ron Sayer Nissan,"1175 N. Woodruff Ave, Idaho Falls ID 83401",ID,43.506619,-112.000329,Nissan Dealership,,50,50,1,1,0,1,"Idaho Falls, ID","Idaho Falls, ID Metro Area"
Non-networked,2187,,Orr Nissan Central,"200 E I-240 Service Rd., Oklahoma City, OK 73149",OK,35.391159,-97.50925,Nissan Dealership,,50,50,1,1,0,1,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,2190,,Bob Howard Nissan,"13200 Broadway Ext, Oklahoma City OK 73114",OK,35.604325,-97.498685,Nissan Dealership,,50,50,1,1,0,1,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,2206,,Central Houston Nissan,"2901 S Loop W, Houston, TX 77054",TX,29.676357,-95.421333,Nissan Dealership,,44,50,3,5,2,3,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area"
Non-networked,2236,,Nissan of Fort Worth,"3451 W Loop 820 S, Fort Worth TX 76116",TX,32.721786,-97.478371,Nissan Dealership,,50,50,1,1,0,1,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area"
Non-networked,2251,,Sterling Mccall Nissan,"12230 Southwest Fwy, Stafford TX 77477",TX,29.64612,-95.57682,Nissan Dealership,,50,50,1,1,0,1,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area"
Non-networked,2254,,Town North Nissan,"9160A Research Blvd, Austin, TX 78758",TX,30.374714,-97.73154,Nissan Dealership,,50,50,1,1,0,1,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area"
Non-networked,2261,,Autonation Nissan Lewisville,"1601 S Stemmons Fwy, Lewisville TX 75067",TX,33.023077,-96.988243,Nissan Dealership,,50,50,1,1,0,1,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area"
Non-networked,2287,,Boardman Nissan,"7809 Market St, Boardman OH 44512",OH,41.01065,-80.662096,Nissan Dealership,,50,50,1,1,0,1,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area"
Non-networked,3146,,Coast Nissan,"12150 Los Osos Valley Rd San Luis Obispo, CA 93405",CA,35.25042,-120.684901,Nissan Dealership,Pacific Gas & Electric Company,50,50,1,1,0,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
Non-networked,3528,,Santa Monica Civic Center Garage,"333 Olympic Dr., Santa Monica, CA 90401",CA,34.011665,-118.490211,Parking Garage/Lot,Southern California Edison,30,30,1,1,0,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
Non-networked,3639,,Nissan Smyrna Plant,"983 Nissan Drive, Smyrna, TN 37167",TN,35.9641,-86.493622,Workplace Public,,50,50,1,1,0,1,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
Non-networked,3805,,McDavid Nissan,"11911 Gulf Fwy, Houston TX 77034",TX,29.625531,-95.224813,Nissan Dealership,,50,50,1,1,0,1,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area"
Non-networked,4587,,Al Serra Chevrolet ,"6167 Saginaw Rd Grand Blanc, MI 48439",MI,42.941533,-83.645481,Car Dealership,,25,25,1,1,1,0,"Flint, MI","Flint, MI Metro Area"
Non-networked,4652,,Hayward Nissan,"24644 Mission Blvd, Hayward, CA 94544",CA,37.662472,-122.075279,Nissan Dealership,Pacific Gas & Electric Company,50,50,1,1,0,1,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area"
Non-networked,5033,,Younker Nissan,"3401 E. Valley Rd., Renton, WA 98057",WA,47.448416,-122.218892,Nissan Dealership,,50,50,1,1,0,1,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,5040,439,Premier Nissan of Fremont,"5701 Cushing Pkwy., Fremont, CA, 94538",CA,37.498955,-121.97369,Nissan Dealership,Pacific Gas & Electric Company,,,1,1,0,1,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area"
Non-networked,5484,,Crossroads Nissan of Wake Forest,"11120 Capital Blvd, Wake Forest, NC 27587",NC,35.948776,-78.53756,Nissan Dealership,,50,50,1,1,0,1,"Raleigh, NC","Raleigh, NC Metro Area"
Non-networked,5485,,Nissan North America,"One Nissan Way, Franklin, Tennessee 37067",TN,35.940163,-86.81366,Workplace Public,,50,50,3,3,0,3,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
Non-networked,5583,,Hart Nissan,"6564 Mechanicsville Turnpike, Mechanicsville, VA 23111",VA,37.61328,-77.335851,Nissan Dealership,,50,50,1,1,0,1,"Richmond, VA","Richmond, VA Metro Area"
Non-networked,5797,,Kingston Nissan,"140 NY-28, Kingston, NY 12401",NY,41.948423,-74.032316,Nissan Dealership,,50,50,1,1,0,1,"Kingston, NY","Kingston, NY Metro Area"
Non-networked,5803,,Grossman Nissan,"295 Middlesex Turnpike, Old Saybrook, CT 06475, USA",CT,41.309395,-72.383156,Nissan Dealership,,50,50,1,1,0,1,"Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT Metro Area"
Non-networked,5919,,Valley Nissan,"1005 Ken Pratt Blvd, Longmont, CO, 80501",CO,40.15192,-105.108864,Nissan Dealership,,50,50,1,2,1,1,"Boulder, CO","Boulder, CO Metro Area"
Non-networked,6060,,Walgreens,"399 El Camino Real South San Francisco, CA 94080",CA,37.64535,-122.428164,Store/Drug,Pacific Gas & Electric Company,,,1,1,0,1,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area"
Non-networked,6140,,Larry H. Miller Nissan Corona,"2575 Wardlow Road Corona, CA 92882",CA,33.882561,-117.615799,Nissan Dealership,Southern California Edison,50,50,1,1,0,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
Non-networked,6590,,Laplante Chevrolet Buick GMC Ltd.,"632 Principale St, Casselman, ON K0A 1M0, Canada",,45.30672,-75.081638,Car Dealership,,,,1,1,1,0,,
Non-networked,6678,446,Nissan of Stockton,"3077 E Hammer Ln Stockton, CA 95212",CA,38.021794,-121.274982,Nissan Dealership,Pacific Gas & Electric Company,50,50,1,1,0,1,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area"
Non-networked,6787,,Milford Nissan,"320 E Main St, Milford, MA 01757, USA",MA,42.151711,-71.495178,Nissan Dealership,,50,50,1,1,0,1,"Worcester, MA-CT","Worcester, MA-CT Metro Area"
Non-networked,6975,,Koons Clarksville Chevrolet Buick GMC,"12421 Auto Drive, Clarksville, MD 21029",MD,39.211268,-76.941624,Car Dealership,,,,1,1,1,0,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area"
Non-networked,7116,,Nalley Nissan of Atlanta ,"2551 The Nalley Way, Atlanta, GA 30360",GA,33.907711,-84.282664,Nissan Dealership,,50,50,2,2,0,2,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,7244,,Al Piemonte Nissan,"1600 W. North Ave., Melrose Park, Illinois 60160",IL,41.90767,-87.854253,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,7383,,Pittsburgh East Nissan ,"3355 William Penn Highway, Pittsburgh, PA 15235",PA,40.431538,-79.814598,Nissan Dealership,,50,50,1,1,0,1,"Pittsburgh, PA","Pittsburgh, PA Metro Area"
Non-networked,7744,,Weseloh Chevrolet,"5335 Paseo Del Norte Carlsbad, CA 92008",CA,33.13364,-117.326973,Car Dealership,San Diego Gas & Electric,25,25,1,1,1,0,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area"
Non-networked,7871,,Van Chevrolet,"8585 E. Frank Lloyd Wright Blvd, Scottsdale, AZ 85260",AZ,33.629661,-111.894973,Car Dealership,,25,25,1,1,1,0,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area"
Non-networked,8663,,Ken Garff Nissan of Salt Lake City,"777 South West Temple, Salt Lake City, UT 84101",UT,40.752354,-111.893356,Nissan Dealership,,50,50,1,2,1,1,"Salt Lake City, UT","Salt Lake City, UT Metro Area"
Non-networked,8703,,Nissan of Chantilly,"14840 Stonecroft Center Ct, Chantilly, VA 20151",VA,38.899803,-77.460327,Nissan Dealership,,,,1,1,0,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,8786,,AutoNation Nissan Thornton Road,"811 Thornton Road Lithia Springs, GA 30122",GA,33.784122,-84.612946,Nissan Dealership,,50,50,1,1,0,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,8833,,Rosen Nissan of Madison,"2510 W. Beltline Hwy., Madison, WI, 53713",WI,43.036343,-89.421169,Nissan Dealership,,50,50,1,1,0,1,"Madison, WI","Madison, WI Metro Area"
Non-networked,8845,,Nissan of New Rochelle,"2533 Palmer Ave, New Rochelle, NY 10801",NY,40.919117,-73.777253,Nissan Dealership,,50,50,1,2,1,1,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
Non-networked,8956,,Kerry Nissan,"8053 Burlington Pke, Florence, KY, 41042",KY,39.003056,-84.654526,Nissan Dealership,,50,50,1,1,0,1,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area"
Non-networked,8957,,Jeff Wyler Nissan Fairfield,"5829 Dixie Hwy, Fairfield, OH, 45014",OH,39.329224,-84.517328,Nissan Dealership,,50,50,1,1,0,1,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area"
Non-networked,9192,,Anchor Nissan,"1041 Eddie Dowling Hwy., North Smithfield, RI, 02896",RI,41.961346,-71.495381,Nissan Dealership,,50,50,1,2,1,1,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area"
Non-networked,9618,,Wells Fargo Center,"999 3rd Ave, Seattle, WA, 98104",WA,47.605088,-122.334359,Parking Garage/Lot,,50,50,2,2,0,2,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,9662,,Priority Nissan,"8525 Leesburg Pike Vienna, VA 22182",VA,38.92659,-77.240891,Nissan Dealership,,,,1,1,0,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,9684,,Nissan NPRC,"445 Couchville Pike Mt Juliet, TN 37122",TN,36.059735,-86.430158,Workplace Public,,50,50,1,1,0,1,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
Non-networked,9915,,Gerald Nissan of North Aurora,"213 Hansen Blvd, North Aurora, IL 60542",IL,41.798038,-88.371933,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,10006,,Chevrolet of La Quinta,"79225 California 111 La Quinta, CA 92253",CA,33.706769,-116.282562,Car Dealership,Imperial Irrigation District,25,25,1,1,1,0,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
Non-networked,10075,,Nissan of Richmond,"11401 West Broad St., Richmond, VA 23233",VA,37.650328,-77.608896,Nissan Dealership,,50,50,1,1,0,1,"Richmond, VA","Richmond, VA Metro Area"
Non-networked,10154,,Younger Nissan of Frederick,"7418 Grove Rd, Frederick, MD 21704, USA",MD,39.391016,-77.408006,Nissan Dealership,,50,50,1,2,1,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
Non-networked,10171,,Courtesy Nissan,"1777 N Central Expy, Richardson, TX, 75080",TX,32.971395,-96.719707,Nissan Dealership,,50,50,1,1,0,1,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area"
Non-networked,10193,,Schumacher Chevrolet of Livingston,"606 West Mt. Pleasant Ave., Livingston, NJ 07039",NJ,40.799114,-74.354584,Hotel/Lodging,,25,25,1,1,1,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
Non-networked,10220,,Denis Breton Chevrolet Buick GMC,"364 rue Dubois, Saint-Eustache, Qu̩bec",,45.575378,-73.893204,Car Dealership,,,,1,1,1,0,,
Non-networked,10320,,CMA's Colonial Chevrolet,"12420 Jefferson Davis Hwy (US Route 1), Chester, VA, 23831",VA,37.355645,-77.414035,Car Dealership,,25,25,1,1,1,0,"Richmond, VA","Richmond, VA Metro Area"
Non-networked,10508,,Benton Nissan of Hoover,"1640 Montgomery Highway Birmingham, AL 35216",AL,33.394611,-86.807396,Nissan Dealership,,50,50,1,1,0,1,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area"
Non-networked,10534,,Laplante Cadillac Chevy Buick GMC,"640 Main St W, Hawkesbury, ON K6A 2J3, Canada",,45.610905,-74.623398,Car Dealership,,,,1,1,1,0,,
Non-networked,10541,,Jim Tubman Chevrolet,"1770 Bank Street, Ottawa, ON",,45.372923,-75.664895,Car Dealership,,,,1,1,1,0,,
Non-networked,10652,,Bruce Bennett Nissan,"978 Danbury Rd., Wilton, CT, 06897",CT,41.258977,-73.435514,Nissan Dealership,,50,50,1,1,0,1,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area"
Non-networked,10688,,Dave White Chevrolet,"5880 Monroe Street Sylvania, Ohio 43560",OH,41.714432,-83.684204,Car Dealership,,25,25,1,1,1,0,"Toledo, OH","Toledo, OH Metro Area"
Non-networked,10699,,Headquarter Nissan of Columbus,"1725 Whittlesey Road, Columbus, Georgia 31904",GA,32.540268,-84.965324,Nissan Dealership,,50,50,1,1,0,1,"Columbus, GA-AL","Columbus, GA-AL Metro Area"
Non-networked,10751,,Gerald Nissan of Naperville,"1575 West Ogden Avenue, Naperville, IL 60540",IL,41.767021,-88.187729,Nissan Dealership,,50,50,1,1,0,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
Non-networked,10793,,South Colorado Springs Nissan,"1333 South Academy Blvd, Colorado Springs, Colorado 80916",CO,38.812294,-104.756739,Nissan Dealership,,40,40,1,2,1,1,"Colorado Springs, CO","Colorado Springs, CO Metro Area"
Non-networked,10908,,Irvine Spectrum Center,"670 Spectrum Center Drive, Irvine, CA 92618",CA,33.652542,-117.742531,Shopping Center,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
