Latitude,Longitude,Charger Type,Charger ID,Property Name,Revenue,Variable Expense,Fixed Expense,Direct Margin,Network Operating Margin,Capacity,Sessions to BE,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19
34.234273,-119.178519,DC,C2387,Esplanade Shopping Center,1025.841103,958.4894271,1072.044568,67.35167633,-1004.692892,50,2.706243479,0,0,0,0,0,0,0,0,0.786290323,3.237007168,2.337962963,3.286290323,2.592592593,2.394713262,3.192204301,3.4375,2.665770609,3.789351852,4.711021505,3.375,4.323476703,4.659498208,3.206018519
37.696842,-121.876649,DC,C1981,Rose Pavilion - Pleasanton,8821.820165,4269.479778,1405.425416,4552.340386,3146.91497,50,-8.47653864,21.48611111,21.32616487,22.79121864,20.71924603,17.45071685,5.328703704,1.948924731,3.574074074,14.63933692,17.37007168,23.57175926,22.55824373,20.74768519,21.44713262,19.81182796,20.8953373,21.43369176,20.66435185,21.40456989,15.17592593,17.47535842,14.78270609,18.52083333
37.342015,-120.614072,DC,C2092,Applegate Ranch,4355.159748,2538.287593,1431.341282,1816.872155,385.5308722,50,-1.038466996,2.467592593,2.645609319,2.573924731,4.310515873,3.490143369,5.842592593,4.699820789,4.585648148,3.96953405,3.436379928,6.25,6.917562724,6.386574074,6.171594982,4.325716846,5.086805556,5.992383513,6.675925926,7.656810036,6.736111111,5.781810036,6.538978495,3.604166667
39.5973515,-104.8027315,DC,C2770,Arapahoe Crossings,3502.281137,3232.936407,1046.789537,269.3447299,-777.4448075,50,2.094127428,7.340277778,6.292562724,6.402329749,6.351686508,6.870519713,6.460648148,6.400089606,7.479166667,6.863799283,10.19265233,11.7037037,11.86603943,15.34490741,14.14426523,12.33646953,14.03769841,14.9484767,11.61574074,13.53270609,11.77777778,3.9359319,0.620519713,1.5625
33.701013,-117.88477,DC,C2118,Bristol Plaza - Santa Ana,11582.40442,6816.848106,2487.035144,4765.556315,2278.521172,50,-6.137430765,23.8287037,23.80376344,25.35842294,25.5952381,25.62724014,24.90740741,24.13530466,19.0162037,17.58960573,21.38888889,23.41435185,21.46953405,19.40972222,20.55331541,20.45922939,21.09126984,19.13530466,17.73842593,18.61111111,17.78935185,17.62992832,17.57392473,20.32175926
40.865165,-73.04944,DC,C1525,College Plaza,919.4409121,590.5084397,2157.361657,328.9324724,-1828.429185,50,4.925061777,1.349537037,1.283602151,0.768369176,1.026785714,0.607078853,1.398148148,0.927419355,1.62962963,2.780017921,3.402777778,3.729166667,5.705645161,4.25462963,3.817204301,3.458781362,3.067956349,4.287634409,2.69212963,3.183243728,2.226851852,3.100358423,2.184139785,3.210648148
34.234273,-119.178519,DC,C3056,Esplanade Shopping Center,5781.658558,5402.063322,1072.044568,379.5952361,-692.4493319,50,1.865183386,6.106481481,7.459677419,5.786290323,7.316468254,8.709677419,9.259259259,10.609319,9.75,10.02688172,11.85035842,10.36111111,12.2468638,11.45833333,9.000896057,9.314516129,8.489583333,8.30421147,9.37037037,7.07437276,8.740740741,10.1859319,9.711021505,12.51388889
33.937709,-118.047025,DC,C6878,Gateway Plaza - Santa Fe Springs,5867.774774,2836.839755,1643.472298,3030.93502,1387.462721,50,-3.737273324,0,0,0,0,0,0,0,0,0,0,0,7.226702509,9.789351852,10.85125448,11.83915771,12.56448413,9.713261649,8.891203704,9.135304659,8.759259259,9.090501792,9.375,8.148148148
33.937709,-118.047025,DC,C2994,Gateway Plaza - Santa Fe Springs,4406.879473,2130.553977,1643.472298,2276.325496,632.8531973,50,-1.704655077,5.888888889,6.915322581,10.23521505,10.32986111,10.38530466,10.84259259,10.66756272,5.837962963,8.286290323,11.05510753,10.07638889,12.06989247,11.1412037,12.37455197,13.12724014,10.59771825,7.029569892,6.303240741,7.240143369,6.856481481,6.955645161,5.047043011,7.375
38.132704,-122.218602,DC,C7118,Gateway Plaza-Vallejo,6708.392101,3382.094964,2127.501199,3326.297138,1198.795938,50,-3.229079969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2662037,15.23297491,15.39351852,13.35349462,13.50582437,13.96527778
38.132704,-122.218602,DC,C2239,Gateway Plaza-Vallejo,6161.205629,3106.226084,2127.501199,3054.979545,927.4783453,50,-2.498258169,6.25,4.901433692,4.749103943,6.282242063,7.224462366,5.224537037,5.409946237,4.888888889,7.184139785,6.908602151,8.99537037,9.948476703,9.222222222,13.46774194,11.91308244,12.69345238,9.500448029,9.81712963,8.705197133,9.511574074,8.313172043,6.962365591,5.592592593
39.974365,-74.871054,DC,C6558,Larchmont Centre,29.62291297,244.9869352,681.5561121,-215.3640223,-896.9201344,50,2.41594649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535394265,0.568996416,0.783730159,0.152329749,0,0,0.467592593,1.090949821,1.162634409,0.543981481
39.974365,-74.871054,DC,C6554,Larchmont Centre,152.0304318,1257.319616,681.5561121,-1105.289184,-1786.845296,50,4.813051303,0,0,0,0,0,0,0,0,0,0,0,0,0.532407407,0.685483871,0.049283154,0,0.038082437,0.472222222,0.082885305,0.518518519,0.524193548,0.374103943,0.071759259
39.974365,-74.871054,DC,C6556,Larchmont Centre,47.78599047,395.1989247,681.5561121,-347.4129342,-1028.969046,50,2.771633795,0,0,0,0,0,0,0,0,0,0,0,0.103046595,0.240740741,0.282258065,0,0.416666667,0,0.358796296,0.210573477,0.009259259,0.488351254,0,0.101851852
39.974365,-74.871054,DC,C6557,Larchmont Centre,253.081241,2093.028382,681.5561121,-1839.947141,-2521.503253,50,6.791927955,0,0,0,0,0,0,0,0,0,0,0,0.499551971,0.747685185,0.689964158,0.905017921,0.617559524,0.622759857,1.097222222,1.104390681,0.696759259,0.723566308,0.784050179,0.638888889
39.974365,-74.871054,DC,C6555,Larchmont Centre,677.456271,5602.687884,681.5561121,-4925.231613,-5606.787725,50,15.10245852,0,0,0,0,0,0,0,0,0,0,0,1.22983871,2.189814815,2.352150538,1.84811828,2.085813492,1.328405018,1.729166667,1.733870968,2.111111111,1.008064516,0.775089606,1.122685185
39.974365,-74.871054,DC,C6553,Larchmont Centre,65.49202873,541.6311157,681.5561121,-476.139087,-1157.695199,50,3.118370907,0,0,0,0,0,0,0,0,0,0,0,0,0.016203704,0.291218638,0,0.079365079,0,0.0625,0.029121864,0.460648148,0.188172043,0,0
32.913316,-117.148506,DC,C6606,Mira Mesa Mall,12711.022,9258.921624,1919.8154,3452.100378,1532.284978,50,-4.127366943,0,0,0,0,0,0,4.15546595,19.81944444,23.15636201,23.10035842,28.56944444,28.84408602,25.1712963,23.76792115,25.23297491,24.40228175,20.53987455,18.91203704,18.8687276,15.58796296,15.58019713,14.53629032,18.15509259
